PE,AT,V,AP,RH,atribute5,atribute6,atribute7,atribute8,atribute9
1016,14,41,43,13,32,59,55,467,46
1012,17,5,42,44,55,76,85,466,78
1015,10,72,39,35,35,86,43,480,18
1011,17,4,40,12,81,83,14,458,1
1006,26,66,73,56,9,99,27,433,62
1018,5,24,38,68,3,78,65,486,67
1031,8,53,40,2,27,85,57,476,73
1014,31,44,64,44,4,49,15,437,6
1017,10,34,41,46,75,89,73,478,3
1009,26,38,59,92,99,71,91,444,85
1008,24,96,77,54,25,80,6,433,4
1016,24,78,58,46,82,67,5,442,42
1020,20,27,56,65,75,67,12,454,29
1013,22,35,58,59,99,79,78,444,4
1007,26,84,70,36,41,71,47,442,17
1019,12,11,41,17,46,62,59,475,53
1018,24,96,60,84,13,59,51,442,36
1015,8,75,36,3,61,57,53,480,4
1017,11,77,42,3,63,79,35,472,22
1010,28,8,70,2,76,49,61,435,45
1025,8,73,39,42,63,69,87,474,44
1011,23,76,58,82,75,77,34,444,57
1019,13,8,44,34,43,66,74,468,8
1021,7,71,40,77,93,87,4,482,19
1007,15,36,40,89,59,86,8,464,12
1006,27,81,64,69,59,71,75,437,2
1008,24,2,77,54,33,83,92,438,52
1006,30,9,76,2,64,61,2,434,68
1009,20,76,51,19,87,23,445,,
1002,30,1,47,93,64,42,6,435,27
1010,25,73,62,66,15,54,66,444,85
1020,25,21,64,63,56,51,31,448,66
1005,18,93,48,6,72,84,92,449,74
1018,28,84,75,6,41,53,96,442,69
1010,32,43,68,31,9,42,22,439,75
1012,25,77,58,59,51,55,84,449,65
1017,18,62,44,6,76,64,59,452,82
1011,6,44,39,33,8,93,5,490,57
1012,5,71,45,87,4,93,42,482,49
1007,28,88,54,89,16,46,6,440,99
1020,8,57,41,17,18,72,47,484,2
1020,7,87,41,17,33,77,77,486,2
1010,19,36,68,61,85,94,87,454,5
1016,10,9,40,67,66,65,9,482,4
1014,21,34,48,6,49,63,23,458,13
1015,16,69,53,82,39,63,62,458,96
1007,25,3,71,29,86,62,98,437,17
1013,27,14,63,13,38,75,68,438,82
1013,15,27,56,89,28,86,92,456,72
1015,14,62,42,86,56,84,5,470,79
1013,26,65,58,41,53,65,83,442,66
1018,28,84,75,6,41,53,96,442,69
1023,12,88,43,8,19,59,18,468,19
1024,5,82,40,78,82,96,1,470,2
1023,13,74,44,21,26,84,2,466,67
1018,8,5,40,62,16,73,67,477,2
1010,15,91,44,99,93,62,81,459,73
1021,12,25,41,38,81,59,474,77,
1011,20,4,57,85,14,92,47,450,7
1017,27,39,66,93,16,53,75,441,4
1010,27,76,65,59,8,67,29,439,3
1003,24,44,47,93,13,67,4,440,53
1016,9,51,43,79,2,79,81,481,12
1014,22,2,46,93,32,55,92,451,92
1016,12,67,41,16,92,92,8,462,35
1017,27,24,66,75,78,69,6,433,65
1008,28,33,68,27,9,50,37,432,66
1032,9,15,41,82,88,75,11,477,78
1012,15,25,39,58,1,73,5,466,21
1020,6,71,39,37,28,71,15,487,5
1010,16,38,47,45,8,88,86,450,69
44,32,71,85,1008,53,59,427,95,
1010,22,86,62,4,59,78,24,445,66
1019,7,39,39,81,45,85,2,482,99
1022,11,54,40,77,13,83,5,465,61
1011,9,73,40,22,48,87,88,481,42
1010,12,54,41,62,86,83,42,461,8
1016,12,34,40,62,28,53,6,466,47
1008,29,5,71,85,6,78,69,428,39
1006,31,23,72,58,61,60,8,427,58
1010,22,68,70,47,86,82,8,441,47
1018,9,93,40,67,8,69,74,485,23
55,22,59,54,1004,95,25,439,37,
1009,18,8,44,78,65,46,462,79,
1005,29,67,71,98,16,67,75,425,14
1010,30,93,70,83,61,46,13,440,59
1017,25,67,68,3,16,74,19,435,89
1024,13,64,43,71,41,84,46,468,85
1009,25,8,65,38,3,52,28,450,5
1014,14,65,39,28,4,77,98,470,41
1005,34,18,67,9,87,30,34,425,5
1011,17,8,62,26,81,89,81,451,62
1020,19,14,56,65,84,82,97,458,6
1009,26,11,73,17,8,65,18,434,94
1023,14,74,43,99,13,86,31,461,82
1021,5,5,39,4,46,78,91,478,65
1010,25,96,68,8,86,67,7,435,84
1003,27,28,47,93,46,59,22,438,
1021,9,65,41,3,9,64,97,481,68
1013,29,5,65,74,29,60,2,440,74
1012,23,66,69,51,9,52,59,435,39
1005,27,2,49,16,33,46,73,440,57
4,30,61,5,1009,48,63,435,6,
1020,6,63,39,37,33,76,18,489,16
1012,24,17,59,44,66,78,53,447,13
1010,8,35,42,85,46,90,13,483,63
1022,11,68,40,55,21,85,76,475,13
1019,9,48,44,71,12,66,43,478,42
1015,10,74,40,5,45,87,33,477,93
1015,8,62,39,66,18,89,59,482,99
1006,24,41,52,3,28,70,33,442,62
1018,14,55,40,73,36,89,12,458,82
1007,31,15,69,59,82,64,96,431,37
1007,16,28,42,99,5,77,27,464,13
1017,25,17,64,79,87,63,26,442,15
1013,25,59,61,8,19,77,28,443,91
1012,5,34,39,22,73,81,42,472,66
1017,12,53,42,3,57,81,57,469,18
1011,10,98,37,5,12,97,51,472,34
1008,23,23,64,69,12,76,6,444,1
1011,28,5,64,84,47,54,41,441,74
1015,4,83,38,44,35,72,94,485,32
1015,8,1,40,62,62,86,43,476,22
1010,27,56,68,8,8,59,18,433,95
1001,25,68,70,17,38,85,89,433,92
1021,9,56,44,71,13,64,6,487,92
1007,24,4,59,43,6,76,98,437,51
1007,15,62,40,89,1,79,21,466,15
1014,26,24,49,82,9,55,58,452,41
1021,7,4,41,74,91,88,55,488,99
1001,18,44,39,72,14,66,83,460,44
1007,24,21,70,98,2,95,57,441,78
1017,5,62,43,65,9,77,43,481,69
1011,10,6,40,22,37,85,81,477,62
1012,20,88,57,85,39,85,47,450,87
1010,29,35,68,31,46,46,2,445,86
1021,8,75,40,77,99,86,46,478,85
1015,9,14,40,6,34,88,91,483,57
1000,15,29,38,73,9,81,17,468,62
1020,14,3,49,15,5,83,65,467,16
999,28,33,64,96,71,69,66,427,42
1020,8,3,36,8,63,80,42,481,6
1018,11,17,44,77,2,79,6,470,85
1017,16,62,54,3,99,63,76,459,59
1007,20,85,48,7,11,87,2,449,57
1016,14,35,46,18,63,87,76,461,74
1008,10,32,42,28,82,75,66,481,9
1005,21,55,44,5,69,84,5,443,48
1018,13,17,38,52,5,83,77,468,82
1010,23,21,58,49,97,74,34,448,9
1019,12,15,71,14,56,86,6,462,51
1006,15,9,41,35,28,78,2,464,3
1017,7,79,42,3,74,91,48,477,26
1009,30,51,60,75,86,51,435,57,
1006,15,52,36,99,86,89,7,467,9
1014,16,88,56,89,1,82,1,457,
1016,11,88,41,58,56,90,18,465,47
1015,16,98,43,7,7,53,51,464,1
1016,14,84,43,69,31,68,67,472,7
1017,25,76,65,48,82,54,77,441,14
1012,27,2,61,86,38,70,28,442,67
1014,22,8,41,54,21,73,73,458,74
1020,19,69,56,65,86,70,2,454,87
1004,25,69,59,54,5,81,69,439,6
1013,4,78,42,85,7,94,72,479,9
1003,28,32,47,93,26,54,5,439,5
1015,14,69,35,71,78,57,34,467,39
1026,9,84,36,66,7,70,2,477,62
1023,14,57,44,84,46,87,2,464,58
1009,28,31,66,17,75,72,66,444,51
1007,29,9,70,98,86,80,35,439,34
1015,28,55,66,51,46,34,4,432,59
1013,28,24,65,27,43,48,74,439,36
1016,14,86,44,85,19,67,43,468,87
1009,26,3,77,95,45,78,72,437,95
1030,13,83,42,86,77,75,9,470,21
1021,8,47,41,3,72,70,16,485,1
1011,26,94,59,87,66,58,34,448,6
1007,28,11,70,98,76,85,6,431,83
1026,13,23,52,72,4,75,78,465,26
1015,16,36,53,82,5,71,95,461,62
1019,13,85,44,9,11,76,79,467,2
1017,21,38,60,84,94,82,83,445,8
1013,28,55,65,27,34,48,95,437,62
1015,8,51,42,32,8,84,89,476,6
1009,22,28,59,92,36,95,38,437,85
1005,18,83,47,83,58,77,7,454,23
1017,24,54,60,29,42,58,94,447,67
1021,9,73,41,1,76,97,71,469,11
1004,24,34,59,54,1,87,7,440,63
1016,14,12,39,52,79,75,89,472,32
1005,25,47,70,36,79,77,73,437,2
1010,26,49,71,73,7,74,48,431,6
995,11,1,42,2,24,98,62,473,96
1017,13,86,40,66,15,83,82,463,49
1014,18,77,50,66,89,87,34,457,7
1002,26,13,47,93,81,66,19,441,28
1014,9,16,42,44,43,93,67,480,98
1020,11,72,40,55,74,86,22,474,7
1017,15,9,39,52,5,72,43,469,8
1019,15,71,39,3,2,62,28,462,84
51,12,16,45,1021,50,52,482,99,
1004,22,32,47,93,7,86,95,440,21
1013,15,26,46,18,68,98,58,463,6
1008,13,56,41,48,53,87,2,459,76
1019,24,34,62,96,7,61,44,446,9
1006,24,65,71,98,46,91,11,431,77
1025,5,19,40,78,24,95,7,482,46
1023,11,76,40,96,22,81,31,475,18
1017,14,74,42,77,71,76,59,463,61
1023,13,12,39,18,11,64,33,471,44
1014,21,84,58,86,13,69,67,445,16
1018,28,41,75,6,48,56,7,440,28
1010,27,27,72,24,69,78,9,432,35
1019,14,3,44,88,6,57,63,465,51
1008,31,63,69,59,66,61,81,436,89
1017,24,32,59,14,46,80,14,438,8
1011,14,12,42,86,84,88,29,471,86
1000,28,83,64,96,5,63,57,429,13
1020,7,99,36,8,8,83,2,481,35
1021,12,62,40,92,85,81,41,465,68
1027,12,51,41,14,36,87,86,463,79
1005,22,71,59,43,68,83,52,441,24
1005,13,11,38,73,89,89,2,473,38
1008,26,58,70,98,96,77,36,434,41
1024,3,31,39,42,5,84,31,487,19
1013,32,55,69,89,87,40,9,428,84
1021,7,26,36,8,47,83,15,483,58
1014,18,53,48,98,24,74,29,452,73
1010,25,61,74,22,26,75,15,438,45
1015,16,9,50,59,69,84,41,463,64
1029,8,49,36,25,7,84,41,480,35
1008,7,64,42,28,49,83,42,483,74
1013,26,1,58,41,56,70,84,443,74
1016,22,22,66,5,15,80,58,442,95
1018,15,29,44,88,85,73,67,463,32
1005,28,7,64,9,41,64,9,436,61
1011,18,27,50,16,7,95,91,451,76
1024,13,25,44,92,11,89,34,469,18
1019,18,61,63,9,37,83,8,449,81
1022,15,4,38,1,46,78,29,468,12
1011,17,3,58,49,91,92,16,460,48
1006,25,28,70,32,91,81,74,431,43
9,12,14,45,1023,89,2,476,6,
1010,24,91,57,17,88,72,97,446,1
1010,13,4,40,89,67,91,66,472,36
1009,26,68,63,73,7,71,55,439,69
1020,8,7,39,72,78,75,479,3,
1012,25,35,65,18,67,70,36,438,17
1007,26,56,52,3,4,62,4,439,25
1001,24,86,72,39,15,90,24,440,85
1021,8,68,39,61,54,77,98,486,31
1013,24,33,68,8,2,64,81,442,93
1009,27,83,69,4,69,63,79,443,24
1011,20,57,60,1,16,83,45,451,88
1023,15,14,49,64,78,75,463,58,
1020,19,2,61,27,2,65,53,455,2
1013,23,96,58,33,37,59,97,446,1
1009,25,74,65,38,6,54,34,452,94
1007,26,56,49,2,65,70,78,438,82
1011,18,1,62,26,89,89,29,451,14
1008,26,69,79,74,29,73,79,431,41
1010,18,27,51,43,38,88,39,460,41
1018,9,55,40,67,56,70,72,486,34
1009,10,31,42,49,43,78,36,479,64
1009,9,44,44,3,59,86,27,473,61
1013,20,15,49,5,47,66,7,462,65
1020,21,92,64,63,42,65,22,452,49
1008,24,54,48,41,61,73,53,439,79
92,15,87,45,1021,40,470,85,,
1008,21,23,61,5,98,82,14,450,92
1022,9,65,44,68,9,98,8,476,71
1013,25,89,66,49,8,63,16,434,67
1010,21,67,69,71,46,96,83,440,16
1012,11,46,38,91,34,77,37,477,5
1011,25,42,68,8,2,76,58,433,82
1022,10,47,41,6,24,81,16,477,47
1002,25,28,72,39,28,89,43,432,52
1009,5,8,45,87,14,92,6,481,6
1015,21,74,60,27,82,88,96,441,22
1009,25,9,48,92,82,35,42,443,8
1005,26,27,71,98,72,86,15,427,65
1011,9,59,38,91,87,81,3,479,96
1020,9,37,44,77,61,87,31,474,41
1004,27,38,69,4,57,74,12,434,47
1012,29,89,65,74,95,51,36,438,24
1011,29,24,64,33,49,65,8,440,12
1011,10,32,40,35,64,84,5,481,51
1018,8,13,71,14,94,86,7,471,99
1020,16,15,44,21,76,85,41,462,2
1013,4,78,42,85,39,93,36,481,47
1013,22,76,58,96,85,55,95,454,5
1011,26,2,72,24,3,78,29,432,65
1008,29,4,57,19,34,53,95,436,92
1017,26,85,75,6,43,74,55,433,48
1008,25,2,50,78,79,63,6,444,7
1007,26,7,49,2,68,67,97,438,92
1015,27,49,63,78,43,47,45,445,66
1020,22,49,62,96,21,78,99,447,48
1017,13,65,44,6,99,87,4,466,6
1012,17,95,49,21,5,59,44,455,1
1013,19,38,63,56,13,83,54,452,1
1011,24,95,64,33,34,81,5,440,97
1012,25,21,63,21,24,85,14,441,4
1017,22,4,59,14,34,84,75,442,45
1017,19,18,58,2,46,76,72,453,2
1018,11,3,44,6,19,91,66,470,5
1017,20,79,50,59,75,73,35,456,1
1025,8,26,40,96,23,89,22,485,73
1021,8,56,40,71,27,95,87,471,58
1013,16,32,50,88,37,97,19,458,28
1006,17,84,52,8,65,100,9,450,67
1019,10,72,41,17,68,60,71,479,21
1015,20,3,58,46,93,82,13,448,79
1017,14,2,40,66,5,84,14,465,39
1009,23,92,61,87,63,54,16,441,15
1016,13,8,42,32,63,83,72,462,41
1017,27,35,66,5,62,55,26,439,6
1025,11,4,39,96,75,94,44,468,84
1004,28,73,73,91,91,70,17,436,12
1010,20,2,60,1,66,84,24,451,17
1011,23,61,43,77,81,56,8,444,55
1016,11,64,41,44,4,73,18,478,99
1020,18,99,62,1,76,76,453,9,
1011,15,86,43,67,11,82,24,465,46
1018,26,52,63,94,23,42,41,440,47
1020,15,11,56,3,27,89,95,462,65
1010,28,29,68,8,77,53,92,430,93
1013,20,61,62,91,24,79,54,446,53
1014,23,36,56,89,23,78,34,440,51
1007,20,71,58,18,63,98,44,447,6
1006,21,37,81,56,57,81,56,434,38
1023,14,68,43,99,36,86,79,461,91
1016,10,77,41,44,72,75,27,479,19
1013,12,15,38,78,34,95,5,474,15
1012,26,75,60,96,5,56,77,447,93
1015,13,45,43,14,5,74,33,474,1
1014,15,75,39,39,38,76,29,468,6
1010,21,88,69,71,28,97,64,444,39
1010,29,48,59,27,99,51,23,440,72
1023,12,99,43,8,16,64,65,466,95
1012,20,94,68,12,43,78,2,446,41
1017,19,16,63,9,71,91,15,449,51
1010,22,19,58,49,91,77,3,449,4
1017,26,92,67,25,74,61,68,434,5
1013,5,66,35,79,86,94,42,484,15
9,16,48,78,1013,88,64,458,27,
1012,6,87,39,85,66,83,34,486,26
1015,15,84,49,69,14,90,41,462,6
1007,20,98,47,43,39,68,15,450,
1011,22,8,69,23,8,76,95,439,3
1009,28,28,61,47,44,60,89,443,12
1009,24,5,67,83,35,63,8,442,53
1011,17,19,37,2,84,67,59,468,4
1013,27,14,65,27,26,55,17,441,68
1011,23,39,73,5,37,88,48,441,18
1011,25,16,43,21,73,88,69,442,29
1012,16,39,41,67,96,61,7,467,68
1007,21,13,51,43,43,88,72,445,4
1011,20,16,60,1,24,86,23,453,36
1014,25,16,74,33,55,76,7,436,15
1007,22,27,50,5,1,89,34,442,24
1005,23,88,67,9,99,67,58,446,34
1015,9,23,37,36,1,67,38,481,8
1013,23,38,54,42,95,73,2,451,87
1012,25,42,73,17,29,85,86,437,6
1014,7,31,43,2,19,86,43,484,82
1015,16,34,41,48,92,48,24,453,6
1011,29,83,71,43,93,55,8,439,34
1018,23,87,60,27,94,77,16,439,86
1010,21,86,58,49,88,76,79,449,9
1016,14,47,44,66,33,93,52,464,41
1019,22,66,61,27,29,55,43,448,68
1015,24,98,60,32,63,57,19,444,67
1018,24,96,60,27,68,69,97,442,67
1015,29,14,67,45,51,46,47,433,34
1015,14,3,54,3,16,75,29,464,9
1011,20,7,51,3,9,94,62,450,46
1020,4,99,39,4,45,78,89,472,52
1023,10,44,39,4,99,85,3,480,34
1013,10,25,37,14,14,70,73,474,37
1013,25,89,59,22,4,80,17,445,75
1018,7,89,71,14,4,86,49,474,66
1006,27,82,52,84,23,52,18,440,31
1016,13,69,44,85,89,79,87,470,78
1024,7,36,41,1,9,97,88,476,8
1018,10,71,41,93,23,90,88,478,76
1007,33,7,68,27,16,50,41,427,4
1020,15,3,44,45,94,65,57,460,6
1006,23,25,56,9,82,76,37,442,76
1020,10,3,41,79,35,66,42,475,42
1012,26,49,59,44,9,57,84,441,16
1014,12,14,44,85,36,60,4,476,68
1011,31,3,74,33,55,63,45,429,35
1017,22,85,60,29,29,61,92,448,58
1017,22,19,48,78,84,76,1,446,51
1016,27,2,65,12,2,44,95,442,54
1013,20,77,51,3,89,88,72,450,97
1008,29,7,57,19,41,55,7,436,29
1013,27,98,58,33,92,54,25,437,76
1021,16,64,44,9,2,70,34,460,93
1008,30,7,74,22,12,50,39,432,51
1007,27,84,71,32,72,79,25,431,37
1009,22,53,74,87,91,93,21,444,69
1007,21,3,44,78,99,36,82,459,72
1012,21,97,68,12,53,75,12,443,39
1011,22,88,59,21,51,86,93,440,25
1005,24,99,60,37,66,74,87,437,67
1021,20,54,49,15,2,56,458,6,
1019,7,3,43,65,33,67,62,482,96
1008,9,53,44,3,87,89,99,471,23
1016,14,1,43,34,95,83,41,463,81
1013,31,87,67,32,65,36,69,435,47
1016,15,77,58,16,9,82,56,450,11
1007,19,2,47,45,44,76,76,453,8
1006,30,27,64,69,3,53,69,435,67
1018,18,98,38,52,85,63,16,454,6
1023,14,56,41,76,82,85,36,464,3
1013,30,87,67,32,78,34,54,436,96
1024,14,71,52,72,7,70,29,462,34
1014,24,49,65,61,71,63,47,447,26
1013,20,14,46,33,24,83,39,453,35
1011,26,95,72,24,16,73,14,435,65
1007,26,76,49,2,96,70,5,439,4
1019,11,89,40,3,53,89,48,471,85
1025,15,12,41,4,95,69,67,460,58
1009,23,39,74,22,83,86,5,439,92
998,28,31,74,34,42,79,23,431,95
1009,20,94,44,89,64,75,14,450,71
1014,22,84,59,39,61,80,36,443,71
1002,27,44,47,93,71,59,44,437,76
1013,11,64,38,25,33,85,79,472,34
1007,25,72,47,45,74,58,35,442,78
1020,9,97,41,26,6,91,14,475,43
1016,17,62,43,69,49,67,92,465,93
1014,30,94,64,44,36,53,76,439,84
1010,22,26,69,4,48,84,33,444,73
1021,10,94,39,4,62,86,41,479,8
1011,24,26,66,44,33,55,32,445,63
1007,25,74,59,7,37,79,89,441,5
1007,16,16,41,79,53,76,21,453,39
1017,13,97,45,1,44,89,15,461,96
1011,20,58,50,9,89,72,56,452,6
1019,13,12,44,21,57,89,29,469,9
1011,27,8,62,91,9,62,58,442,91
1013,20,3,67,32,49,80,9,441,51
1019,14,81,44,88,1,66,7,464,65
1005,28,18,66,56,69,65,67,426,79
1011,14,47,39,58,31,69,85,467,34
1014,21,82,63,9,48,92,53,447,29
1013,29,25,67,32,88,38,57,437,94
1017,20,3,62,52,96,75,17,451,86
1010,24,82,74,87,28,73,54,434,46
1013,13,2,45,1,96,78,78,466,71
1005,15,4,41,16,34,80,22,465,16
1015,11,71,41,44,37,79,95,474,22
1013,19,35,39,39,91,61,53,465,28
1015,10,18,40,81,79,81,42,475,13
1013,19,81,43,56,39,38,13,460,59
1018,14,79,44,6,53,74,79,465,77
1012,7,87,42,85,18,94,21,480,54
1008,14,1,39,16,19,74,5,464,7
1011,2,8,39,64,1,82,96,482,66
1006,14,7,48,6,91,85,65,460,63
1006,29,26,67,17,6,70,58,436,42
1000,27,2,71,25,48,87,86,438,33
1017,19,1,58,46,14,90,99,446,18
1013,13,33,39,39,93,84,74,471,23
1010,27,56,65,59,88,66,47,439,64
1005,10,36,37,83,87,98,56,472,62
1005,26,65,66,48,7,65,9,436,65
1007,32,81,71,32,69,47,29,434,38
1005,22,59,59,43,85,84,2,442,
1015,12,64,40,69,86,82,6,474,8
1016,26,9,59,14,18,70,88,436,16
1015,10,1,43,7,73,91,97,479,24
1016,4,44,38,44,14,75,35,486,53
1011,31,2,69,51,16,47,64,431,15
1006,32,38,67,17,97,60,4,438,67
1002,8,52,41,55,9,86,81,483,63
1013,11,37,41,5,57,88,82,475,94
1016,13,41,54,3,48,79,28,467,88
1013,14,7,45,9,32,94,45,462,69
1026,5,17,35,57,68,79,86,491,32
1014,25,34,65,61,61,57,51,442,82
1006,32,32,67,9,8,37,93,428,12
1014,22,7,48,14,6,60,9,448,96
1000,17,14,40,55,5,71,41,461,21
1015,9,51,39,22,3,72,41,474,12
1012,23,38,58,82,27,77,87,446,54
1019,12,29,40,71,71,83,9,469,75
1015,18,32,66,51,18,81,5,459,89
1014,14,39,44,85,19,75,16,465,88
1025,15,3,43,71,7,83,25,463,12
1020,6,9,43,65,95,71,15,485,96
1010,19,8,46,93,6,75,21,454,45
1013,17,5,42,23,37,86,87,462,57
1014,14,62,46,18,75,96,81,462,26
1007,26,71,70,4,59,82,63,432,64
1012,7,68,42,85,51,91,51,479,16
1012,17,79,40,12,74,79,3,459,13
15,7,36,24,1013,89,64,483,6,
1007,29,42,79,74,24,61,26,437,61
1014,26,91,65,34,19,50,7,443,6
1016,18,76,58,79,66,88,22,453,44
1007,22,54,51,95,29,79,28,447,29
1008,13,41,49,83,83,87,14,466,38
1032,6,45,40,2,8,79,7,481,36
1015,13,98,54,3,58,74,91,466,52
1008,16,12,45,87,15,86,12,457,41
1014,9,71,42,44,29,94,3,481,3
1024,9,82,39,96,72,97,69,471,96
1011,28,9,68,12,87,46,56,438,53
1018,14,81,40,71,54,73,467,66,
1011,24,66,72,24,35,77,45,434,33
1013,14,28,39,39,82,77,52,469,92
1009,26,79,77,95,9,80,22,437,91
1007,31,74,79,74,7,61,47,431,72
1011,20,77,60,1,11,81,9,450,32
1013,12,93,36,71,22,83,44,472,42
1012,17,98,59,15,9,83,3,451,97
1009,14,72,40,83,65,80,98,469,8
1019,10,17,41,46,34,83,4,480,13
1017,9,27,38,56,69,62,49,475,42
1022,15,57,44,68,1,90,2,460,91
1007,28,24,64,69,35,61,14,438,3
1019,17,94,62,1,81,82,65,453,55
1008,31,71,69,4,79,49,32,441,15
1021,14,9,43,99,2,94,39,468,9
1019,11,61,41,17,57,58,82,476,81
1020,5,45,39,4,7,77,5,487,33
1014,23,47,65,61,57,69,83,447,16
1017,17,32,42,24,35,62,96,472,33
1010,13,49,41,78,66,63,34,467,92
1003,15,8,41,1,77,36,465,87,
1009,19,72,44,78,27,39,18,464,54
1010,27,58,78,5,83,94,98,431,95
1012,23,42,73,17,7,88,39,438,22
1011,11,56,39,28,27,82,5,477,71
1019,25,53,62,96,81,59,7,444,38
1021,10,3,41,79,9,49,39,471,58
1010,24,77,48,92,25,47,4,448,25
1006,25,31,67,9,34,68,4,440,36
1009,21,92,61,87,68,58,83,445,52
1019,11,61,41,17,57,58,82,476,81
1019,23,38,48,78,3,78,69,446,18
1008,27,68,69,34,28,70,9,436,37
1025,7,36,41,1,49,96,48,477,37
78,14,64,45,1021,41,25,475,98,
1006,16,58,41,79,24,72,95,452,95
1019,14,41,42,77,84,82,54,465,89
1015,20,3,59,8,24,78,75,453,29
1009,30,96,69,82,6,51,55,438,74
1013,22,66,63,73,24,83,95,444,41
1018,13,45,40,73,7,93,88,461,3
1016,17,3,57,76,26,87,74,455,75
1018,15,61,38,52,4,80,99,439,21
1013,13,42,42,86,88,85,13,473,27
86,27,69,4,1004,82,2,433,83,
1009,19,94,61,87,7,66,6,445,97
1017,14,81,43,69,19,71,9,470,71
1010,30,58,70,4,4,48,16,431,59
1010,25,52,69,75,36,90,6,435,12
1015,21,84,59,39,77,88,12,442,11
1020,18,87,62,96,55,82,87,455,22
1014,28,97,64,44,55,54,67,438,8
1016,14,51,53,82,46,62,75,463,17
1016,12,57,39,16,53,88,91,476,2
1020,21,33,63,86,33,72,13,445,2
1015,12,87,45,51,3,86,67,475,77
1015,25,31,74,33,4,79,88,436,21
1008,8,8,41,26,8,96,52,479,74
1012,12,87,48,4,47,100,13,465,56
1018,11,67,44,6,9,92,53,467,96
1013,28,77,58,33,73,36,6,448,6
1002,26,17,48,6,59,61,41,439,86
1007,18,32,42,28,86,45,62,460,27
1007,23,99,67,69,9,78,57,437,1
1012,24,13,73,18,62,91,52,436,22
1009,23,7,49,2,7,84,1,444,22
1015,16,73,58,59,2,89,61,455,3
1009,22,16,58,82,61,87,16,444,76
1011,28,95,73,4,33,55,14,440,67
1018,8,76,41,48,49,74,98,474,3
1009,23,8,74,78,85,83,67,437,86
1007,24,1,67,17,44,86,87,443,9
1014,16,13,43,48,41,50,5,459,47
1020,25,23,64,63,59,52,2,447,28
1021,12,74,41,38,92,56,67,475,63
1017,23,11,68,3,83,86,62,437,91
1011,22,24,69,23,83,79,37,441,9
1008,30,74,69,59,69,68,4,437,81
1013,17,9,58,33,6,85,81,452,28
1005,22,42,71,77,5,90,62,435,6
1007,23,7,70,32,21,66,85,439,59
1002,9,56,41,55,67,70,27,481,24
1009,22,89,74,78,79,81,57,443,7
1009,13,44,37,85,78,99,13,469,89
1009,31,11,74,87,11,54,86,434,3
1017,15,3,38,62,19,70,63,462,65
1012,13,42,38,91,81,73,82,472,22
1014,23,4,65,6,32,67,38,442,7
1013,25,13,68,63,57,43,44,446,36
1010,5,76,45,87,83,95,79,481,4
1006,28,86,73,67,65,68,23,431,15
85,23,63,78,1015,70,46,444,62,
1012,11,75,41,2,7,89,86,475,35
1016,11,52,40,75,23,85,18,477,19
1020,6,99,39,37,19,75,6,487,18
993,13,83,41,23,31,93,94,466,2
1005,33,37,73,88,8,47,94,436,76
1011,31,81,66,44,21,53,55,426,84
1004,28,75,57,55,77,57,55,435,33
1007,17,11,49,78,25,100,9,453,22
1017,14,26,43,34,24,81,54,464,62
999,31,25,74,34,6,69,85,432,22
1028,2,58,39,42,68,69,3,488,69
1024,7,1,40,72,86,37,489,64,
1010,27,17,73,5,36,73,29,435,22
1003,32,98,71,32,67,49,78,433,56
1003,26,8,76,86,3,79,49,436,85
1008,20,94,49,2,91,87,32,448,18
1011,32,51,69,98,92,49,45,428,37
1011,16,5,41,96,82,96,5,463,72
1013,13,93,40,2,41,89,86,466,47
1008,20,66,51,19,81,88,93,447,14
1010,22,88,71,73,11,86,96,436,36
1028,6,5,41,14,15,86,78,480,96
1014,22,45,63,77,57,87,44,444,26
1009,23,35,59,92,86,88,6,439,82
1008,23,56,42,67,1,66,76,440,69
1011,28,97,78,92,71,88,5,430,98
1004,27,4,66,48,71,51,5,439,66
1013,24,46,61,9,88,87,16,441,34
1018,23,25,59,87,69,66,4,444,23
1012,13,52,39,39,91,84,3,474,82
1013,25,62,63,13,84,83,49,439,13
1009,21,75,50,12,36,94,41,446,64
1017,25,14,60,29,91,53,3,444,5
1020,7,69,38,6,72,83,47,483,54
1029,13,74,42,74,54,70,465,92,
1026,2,71,39,42,66,81,11,489,3
1005,29,28,75,8,21,59,436,15,
1011,20,8,54,42,79,89,35,457,14
1010,21,71,61,45,97,91,62,445,72
1022,9,96,41,26,9,83,83,475,21
1008,22,32,48,41,68,79,11,445,36
1018,13,25,34,3,94,72,1,470,46
1007,13,77,47,83,41,90,66,466,7
1007,28,36,69,88,75,84,17,434,3
1018,16,25,58,16,34,78,59,458,31
1011,22,78,59,92,28,88,78,440,87
1016,25,92,60,32,5,52,51,448,37
1025,9,48,40,11,49,73,81,472,16
1007,29,34,70,94,82,62,43,433,57
1012,23,69,58,5,8,74,26,444,46
1009,27,58,73,6,63,88,31,438,1
1019,10,59,41,54,94,72,52,478,74
1009,25,42,74,22,4,88,55,433,97
1010,23,69,65,59,85,88,92,439,66
1023,7,69,39,96,9,89,18,478,5
1010,8,48,42,49,77,88,68,483,5
1008,24,7,71,97,83,94,87,441,84
1019,4,43,38,91,4,88,17,491,9
1002,11,57,39,72,26,78,69,474,72
1010,16,53,46,18,2,95,42,458,67
